Abreviatura	Autor	Biblioteca depositada	CNPJ/Código Governamental Internacional do Financiador	Data de Defesa	Descrição	Expectativa de Atuação	Idioma	Keywords	Linha de Pesquisa	Mesma área de Atuação?	Número de Meses	O orientador principal compôs a banca do discente?	Orientador	Palavras-chave	Produção Associada	Programa	Projeto de Pesquisa	Páginas	Subtipo da Produção	Tipo da Produção	Tipo de Instituição	Tipo de Trabalho de Conclusão	Tipo de Vínculo Empregatício	Título	Volume	Área de Concentração
CALIXTO, V.	VICTOR CALIXTO	BAE/Unicamp	889834000108.0	05/12/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Ensino e Pesquisa	PORTUGUES	Space Planning;Evolutionary Computation;Generative Architecture	ARQUITETURA: FUNDAMENTOS, METODOLOGIA E PROJETO	Sim	17.0	Sim	MARIA GABRIELA CAFFARENA CELANI	Space Planning;Geração automatizada de layouts;Computação Evolutiva;Arquitetura Generativa		33003017095P7	ARQUITETURA CONTEMPORÂNEA E AUTOMAÇÃO: PRÁTICA E REFLEXÃO	209.0			Empresa Privada	DISSERTAÇÃO	Colaborador	Geração automatizada de layouts com uso de algoritmos evolutivos: Aplicações em arquitetura e urbanismo	1	ARQUITETURA, TECNOLOGIA E CIDADE
NAKAMURA, N. K.	NATALIA KOKUMAI NAKAMURA	BAE/Unicamp	889834000108.0	30/06/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Ensino e Pesquisa	PORTUGUES	LCA;BIM;embodied energy;emission GHGs;Building design process and construction	TECNOLOGIA EM ARQUITETURA E URBANISMO	Sim	16.0	Sim	VANESSA GOMES DA SILVA	ACV;BIM;energia incorporada;emissão GHGs;Processo de projeto e construção em edificações		33003017095P7	PROJETO E CONSTRUÇÃO SUSTENTÁVEL	124.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Colaborador	IMPACTOS DA ADOÇÃO DE BIM NA AVALIAÇÃO DE ENERGIA E EMISSÕES DE GHG INCORPORADAS NO CICLO DE VIDA DE EDIFICAÇÕES	1	ARQUITETURA, TECNOLOGIA E CIDADE
LIMA, M. M. X.	MARIANA MONTEIRO XAVIER DE LIMA	BAE/Unicamp	33654831000136.0	06/05/2016	CONS NAC DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO - Bolsa no país - Pós-graduação	Ensino e Pesquisa	PORTUGUES	Projeto baseado em desempenho;Apoio à decisão multicritério;Projeto Integrado;Value-focused Thinking;Design Science	TECNOLOGIA EM ARQUITETURA E URBANISMO	Sim	5.0	Sim	REGINA COELI RUSCHEL	Projeto baseado em desempenho;Apoio à decisão multicritério;Projeto Integrado;Value-focused Thinking;Design Science		33003017095P7	REDE COOPERATIVA DE PESQUISA EM TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO APLICADAS À CONSTRUÇÃO DE HABITAÇÃO DE INTERESSE	364.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	METAMODELO PARA INTEGRAÇÃO DE MULTIDESEMPENHOS EM PROJETO DE ARQUITETURA	1	ARQUITETURA, TECNOLOGIA E CIDADE
ROCHA, B. A. da	BEATRIZ ARAUJO DA ROCHA	BAE/UNICAMP	889834000108.0	26/02/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Ensino e Pesquisa	PORTUGUES	Opera Prima competition;Final Graduation Work;architectural and urbanism education	ARQUITETURA: FUNDAMENTOS, METODOLOGIA E PROJETO	Sim	18.0	Sim	ANA MARIA REIS DE GOES MONTEIRO	concurso Opera Prima;Trabalho Final de Graduação;ensino de arquitetura e urbanismo		33003017095P7	ENSINO E PESQUISA EM ARQUITETURA E URBANISMO	288.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	CLT	O concurso para formandos de arquitetura e urbanismo Opera Prima: 1989-2011	1	ARQUITETURA, TECNOLOGIA E CIDADE
Castro, L.	LAURA ROCHA DE CASTRO LOPES	BAE/UNICAMP		29/02/2016		Ensino e Pesquisa	PORTUGUES	Urban Operation;Housing Social;Potential Certificate	ARQUITETURA: FUNDAMENTOS, METODOLOGIA E PROJETO	Sim		Sim	SILVIA APARECIDA MIKAMI GONCALVES PINA	Operação Urbana Consorciada;Habitação de Interesse Social		33003017095P7	HABITARES - HABITAR CIDADES VIVAS E + SUSTENTÁVEIS	100.0			Empresa Privada	DISSERTAÇÃO	Colaborador	O IMPACTO DA OPERAÇÃO URBANA CONSORCIADA ÁGUA ESPRAIADA NA IMPLANTAÇÃO DE HABITAÇÃO DE INTERESSE SOCIAL	1	ARQUITETURA, TECNOLOGIA E CIDADE
DELIBERADOR, M. S.	MARCELLA SAVIOLI DELIBERADOR	BAE/UNICAMP	43828151000145.0	26/02/2016	FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE SAO PAULO - Bolsa de Doutorado	Ensino e Pesquisa	PORTUGUES	school architecture;architectural programm;games	ARQUITETURA: FUNDAMENTOS, METODOLOGIA E PROJETO	Sim	35.0	Sim	DORIS CATHARINE CORNELIE KNATZ KOWALTOWSKI	arquitetura escolar;jogos;programa arquitetônico		33003017095P7	ESTUDO SOBRE O PROCESSO DE PROJETO EM ARQUITETURA	175.0			Instituição de Ensino e Pesquisa	TESE	Servidor Público	Parâmetros da Arquitetura Escolar e o Jogo de Cartas como Ferramenta de Apoio ao Desenvolvimento do Programa Arquitetônico.	1	ARQUITETURA, TECNOLOGIA E CIDADE
ALVARES, S. L.	SANDRA LEONORA ALVARES	BAE/Unicamp	43828151000145.0	25/08/2016	FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE SAO PAULO - Bolsa de Doutorado	Ensino e Pesquisa	PORTUGUES	learning environment;pedagogical approaches;school architecture;environmental psychology	ARQUITETURA: FUNDAMENTOS, METODOLOGIA E PROJETO	Sim	20.0	Sim	DORIS CATHARINE CORNELIE KNATZ KOWALTOWSKI	ambiente de aprendizagem;arquitetura escolar;métodos pedagógicos;psicologia ambiental		33003017095P7	ESTUDO SOBRE O PROCESSO DE PROJETO EM ARQUITETURA	199.0			Empresa Pública ou Estatal	TESE	CLT	PROGRAMANDO A ARQUITETURA ESCOLAR: A RELAÇÃO ENTRE AMBIENTES DE APRENDIZAGEM, COMPORTAMENTO HUMANO NO AMBIENTE CONSTRUÍDO E TEORIAS PEDAGÓGICAS	1	ARQUITETURA, TECNOLOGIA E CIDADE
LEITE JÚNIOR, J. A. P.	JOSE AGNALDO PEREIRA LEITE JUNIOR	BAE/Unicamp		29/07/2016		Empresas	PORTUGUES	Quality of Work Life - QWL;Satisfaction with the Job;Construction Sector	TECNOLOGIA EM ARQUITETURA E URBANISMO	Sim		Sim	GLADIS CAMARINI	Qualidade de Vida no Trabalho ? QVT;Satisfação com o Trabalho;Setor da Construção Civil		33003017095P7	ESTRESSE E QUALIDADE DE VIDA DO PROFISSIONAL DA CONSTRUÇÃO CIVIL	260.0			Empresa Pública ou Estatal	TESE	Servidor Público	QUALIDADE DE VIDA NO TRABALHO NO SETOR DA CONSTRUÇÃO CIVIL	1	ARQUITETURA, TECNOLOGIA E CIDADE
LEMOS, N. S.	NATALIA DA SILVA LEMOS	BAE/Unicamp	33654831000136.0	07/12/2016	CONS NAC DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO - Bolsa no país - Pós-graduação	Ensino e Pesquisa	PORTUGUES	Urban design;Urban agriculture;Technical network;Urban design parameters;Urban agriculture pattern	CIDADE: PLANEJAMENTO E PROJETO URBANO	Sim	12.0	Sim	EMILIA WANDA RUTKOWSKI	Desenho urbano;Agricultura urbana;Rede técnica;Parâmetros de desenho urbano		33003017095P7	ECOLOGIA INDUSTRIAL E METABOLISMO URBANO	168.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Servidor Público	REDE TÉCNICA AMBIENTAL: O ALIMENTO NA CIDADE	1	ARQUITETURA, TECNOLOGIA E CIDADE
FRANCO, J. V.	JESSICA VALEJO FRANCO	BAE/UNICAMP		25/02/2016		Empresas	PORTUGUES	lean design;lean product development;design management	TECNOLOGIA EM ARQUITETURA E URBANISMO	Sim		Sim	FLAVIO AUGUSTO PICCHI	processo enxuto de DP;gestão do processo de projeto		33003017095P7	GESTÃO TECNOLÓGICA, FINANCEIRA E ECONÔMICA EM EDIFICAÇÕES	132.0			Empresa Privada	DISSERTAÇÃO	CLT	REFERENCIAL PARA A APLICAÇÃO DO PROCESSO ENXUTO DE DESENVOLVIMENTO DE PROJETOS DE EDIFICAÇÕES	1	ARQUITETURA, TECNOLOGIA E CIDADE
LOPES, F. S. D.	FELIPE DA SILVA DUARTE LOPES	BAE/UNICAMP	43828151000145.0	16/02/2016	FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE SAO PAULO - Bolsa de Mestrado	Ensino e Pesquisa	PORTUGUES	Thermal energy simulation;Benchmarking;Thermal comfort	TECNOLOGIA EM ARQUITETURA E URBANISMO	Sim	13.0	Sim	LUCILA CHEBEL LABAKI	mulação termoenergética;Benchmarking;Conforto térmico		33003017095P7	CLIMA E CONFORTO TÉRMICO NO AMBIENTE CONSTRUÍDO URBANO	121.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	Servidor Público	SIMULAÇÃO DE CONSUMO ENERGÉTICO E CONFORTO TÉRMICO PARA EDIFÍCIO DE ESCRITÓRIOS EM TERESINA/PI COM O USO DE ESTRATÉGIAS BIOCLIMÁTICAS PASSIVAS 	1	ARQUITETURA, TECNOLOGIA E CIDADE
NUNES, V. A. V.	VALDIRENE APARECIDA VIEIRA	Unesp - Bauru		07/06/2016		Ensino e Pesquisa	PORTUGUES	Design;Fashion;Tailoring;Fashion Market;Fashion Education	PLANEJAMENTO DE PRODUTO	Sim		Sim	MONICA CRISTINA DE MOURA	Design;Moda;Alfaiataria;Mercado de Moda;Ensino de Moda		33004056082P0	DESIGN CONTEMPORÂNEO NO ESTADO DE SÃO PAULO: DISCURSOS, PRODUTOS E INOVAÇÃO.	150.0			Empresa Pública ou Estatal	DISSERTAÇÃO	Servidor Público	A IMPORTÂNCIA DA ALFAIATARIA NO ENSINO DA MODA CONTEMPORÂNEA BRASILEIRA	1	DESENHO DE PRODUTO
PEREIRA, L. M.	LIVIA MARSARI PEREIRA	Unesp - Bauru		25/11/2016		Ensino e Pesquisa	PORTUGUES	Fashion Design;Visual Projects;Teaching method;Higher courses of Fashion	PLANEJAMENTO DE PRODUTO	Sim		Sim	MARIZILDA DOS SANTOS MENEZES	Design de Moda;Projetos visuais;Diretrizes de ensino;Cursos superiores de Moda.		33004056082P0		302.0			Empresa Pública ou Estatal	TESE	Servidor Público	A PROGRAMAÇÃO VISUAL NO PROCESSO DE DESENVOLVIMENTO DE PRODUTO DE MODA: UMA PROPOSTA DIDÁTICA PARA O ENSINO SUPERIOR	1	DESENHO DE PRODUTO
SANTOS, M. A. L.	MARKO ALEXANDRE LISBOA DOS SANTOS	UNESP BAURU		24/05/2016			PORTUGUES	Almir Mavignier;concret art;graphic design;posters	ERGONOMIA	Sim		Sim	OLIMPIO JOSE PINHEIRO	Almir Mavignier;arte concreta;design gráfico;cartaz.		33004056082P0	A CONFIGURAÇÃO DA QUADRA COMO CONDICIONANTE DO CONSUMO DE ENERGIA ELÉTRICA	287.0				TESE		ALMIR MAVIGNIER: DO PROJETO CONSTRUTIVO BRASILEIRO AOS CARTAZES ADITIVOS (1986-1999) ? UMA ABORDAGEM GEOMÉTRICA.	1	DESENHO DE PRODUTO
FRISO, V. F.	VALERIA RAMOS FRISO	Unesp - Bauru		25/02/2016			PORTUGUES	Product Design;Product Planning;Unstructured Toys;Children;Open-Design;Free Design	PLANEJAMENTO DE PRODUTO	Sim		Sim	PAULA DA CRUZ LANDIM	Design De Produto;Planejamento de Produto;Brinquedos Não-Estruturados;Crianças;Open-Design;Design Livre		33004056082P0	CARACTERIZAÇÃO DA MODELAGEM VIRTUAL NO DESENVOLVIMENTO DE PRODUTOS NA ATIVIDADE DO DESIGN INDUSTRIAL.	108.0				DISSERTAÇÃO		APLICAÇÃO DE OBJETOS DE USO COTIDIANO EM AMBIENTE LÚDICO E O IMPACTO DO DESIGN EM SUA ADOÇÃO	1	DESENHO DE PRODUTO
FAGANELLO, L. R.	LAIS REGINA FAGANELLO	Unesp - Bauru		22/02/2016			PORTUGUES	Design;Ergonomics;Shoes;Plantar Hyperidrosis	ERGONOMIA	Sim		Sim	FAUSTO ORSI MEDOLA	Design;Ergonomia;Calçados;Hiperidrose Plantar		33004056082P0	DESIGN DE INTERFACES DE SUPORTE PARA CADEIRA DE RODAS: ESTUDO ERGONÔMICO	135.0				DISSERTAÇÃO		ASPECTOS ERGONÔMICOS DO DESIGN DE CALÇADOS COM SALTO PARA MULHERES COM HIPERIDROSE PLANTAR	1	DESENHO DE PRODUTO
BERTON, T. J. B.	TAMISSA JULIANA BARRETO BERTON	UNESP BAURU		05/07/2016			PORTUGUES	Head Coverings;Fashion Design;product development	ERGONOMIA	Sim		Sim	MARIZILDA DOS SANTOS MENEZES	Coberturas de Cabeça;Design de Moda;desenvolvimento de produto.		33004056082P0	A CONFIGURAÇÃO DA QUADRA COMO CONDICIONANTE DO CONSUMO DE ENERGIA ELÉTRICA	138.0				DISSERTAÇÃO		COBERTURAS DE CABEÇA: DIRETRIZES PROJETUAIS PARA O DESENVOLVIMENTO DE PRODUTOS - O CASO DE CHAPÉUS, BONÉS, GORROS E VISEIRAS DAS INDÚSTRIAS DA CIDADE DE APUCARANA-PR.	1	DESENHO DE PRODUTO
FABIO, D. R.	DEBORAH REGIANE FABIO	Unesp - Bauru		29/02/2016			PORTUGUES	design;drawing;old man;cognition	PLANEJAMENTO DE PRODUTO	Sim		Sim	MILTON KOJI NAKATA	design;desenho;idoso;cognição		33004056082P0	ILUSTRAÇÃO E DESENHO PARA DESIGN: UM ESTUDO DOS PROCESSOS CONTEMPORÂNEOS PARA ENSINO E PRODUÇÃO	200.0				DISSERTAÇÃO		COLABORAÇÃO DO DESENHO MANUAL NA MANUTENÇÃO DA CAPACIDADE COGNITIVA DE IDOSOS	1	DESENHO DE PRODUTO
MAFFEI, S. T. A.	SIMONE THEREZA ALEXANDRINO MAFFEI	UNESP BAURU		26/01/2016			PORTUGUES	Emotional design;visual perception;colour;shop window;observational methodology;clustering.	PLANEJAMENTO DE PRODUTO	Sim		Sim	MARIZILDA DOS SANTOS MENEZES	Design emocional;percepção visual;cor;vitrina;metodologia observacional;clustering		33004056082P0	DESIGN DE MODA: TEORIA E TECNOLOGIA	252.0				TESE		DESIGN EMOCIONAL E ANÁLISE OBSERVACIONAL: INTER-RELAÇÕES ENTRE PRODUTO E USUÁRIO	1	DESENHO DE PRODUTO
CURIMBABA, R. G.	RODRIGO GOMES CURIMBABA	Unesp - Bauru		09/08/2016		Outros	PORTUGUES	Design;Ergonomics;Assistive Technology;Shower Chair/Bath Seat	ERGONOMIA	Sim		Sim	GALDENORO BOTURA JUNIOR	Design;Ergonomia;Tecnologia Assistiva;Cadeira de Banho		33004056082P0	INOVAÇÃO TECNOLÓGICA, DESIGN E ERGONOMIA	97.0			Outros	DISSERTAÇÃO	Servidor Público	DESIGN ERGONÔMICO DE CADEIRAS DE BANHO: DIRETRIZES DE PROJETO FUNDAMENTADAS EM EXPERIÊNCIA DE USUÁRIOS	1	DESENHO DE PRODUTO
SOARES, J. M. R.	JOAO MARCELO RIBEIRO SOARES	UNESP BAURU		29/02/2016			PORTUGUES	Reading;Press.;Readability.;Usability;Design	ERGONOMIA	Sim		Sim	LUIS CARLOS PASCHOARELLI	Leitura;Tipografia;Legibilidade;Usabilidade;Design		33004056082P0	A CONFIGURAÇÃO DA QUADRA COMO CONDICIONANTE DO CONSUMO DE ENERGIA ELÉTRICA	157.0				TESE		DESIGN GRÁFICO ERGONÔMICO: MÉTODO PARA VERIFICAÇÃO DOS PARÂMETROS DE USABILIDADE EM INTERFACES TIPOGRÁFICAS (IMPRESSA E DIGITAL) PARA TAREFA DE LEITURA CONTÍNUA	1	DESENHO DE PRODUTO
SANTOS, G. F.	GABRIEL FERNANDES DOS SANTOS	UNESP BAURU		29/02/2016			PORTUGUES	Design;Participatory Design;Sustainability;Bamboo	PLANEJAMENTO DE PRODUTO	Sim		Sim	MARCO ANTONIO DOS REIS PEREIRA	Design;Design Participativo;Sustentabilidade;Bambu		33004056082P0	PROJETO BAMBU:  DESIGN SUSTENTÁVEL, DESENVOLVIMENTO DE PRODUTOS, TRANSFERÊNCIA DE CONHECIMENTO E GERAÇÃO DE RENDA	156.0				DISSERTAÇÃO		DESIGN PARTICIPATIVO PARA A SUSTENTABILIDADE: DESENVOLVIMENTO DE PAINÉIS MODULARES PARA FECHAMENTOS, UTILIZANDO BAMBU ASSOCIADO COM TERRA E RESÍDUOS	1	DESENHO DE PRODUTO
SPAINE, P. A. A.	PATRICIA APARECIDA DE ALMEIDA SPAINE	Unesp - Bauru		15/12/2016		Ensino e Pesquisa	PORTUGUES	Fashion Design;Education;hybrid process;Two-dimensional and Three-dimensional technical modeling;Mathematics;Guidelines	PLANEJAMENTO DE PRODUTO	Sim		Sim	MARIZILDA DOS SANTOS MENEZES	Design de Moda;Ensino;Processo híbrido;Técnicas de Modelagem Bidimensional e Tridimensional;Matemática;Diretrizes		33004056082P0	DESIGN DE MODA: TEORIA E TECNOLOGIA	200.0			Empresa Pública ou Estatal	TESE	Servidor Público	DIRETRIZES PARA O ENSINO E CONSTRUÇÃO DA MODELAGEM: UM PROCESSO HÍBRIDO	1	DESENHO DE PRODUTO
CARIZIO, B. G.	BETHANYA GRAICK CARIZIO	UNESP BAURU		17/03/2016			PORTUGUES	Car driving;Mobile phone;Driving simulator.;Distractor;Ergonomics	ERGONOMIA	Sim		Sim	SERGIO TOSI RODRIGUES	Motorista de automóvel;Telefone celular.;Simulador de direção;Distrator. Ergonomia.		33004056082P0	A CONFIGURAÇÃO DA QUADRA COMO CONDICIONANTE DO CONSUMO DE ENERGIA ELÉTRICA	109.0				DISSERTAÇÃO		EFEITO DISTRATOR DO TELEFONE CELULAR SOBRE A CONDUÇÃO SIMULADA DE AUTOMÓVEIS: SITUAÇÕES DE USO MANUAL E VIVA-VOZ	1	DESENHO DE PRODUTO
UENO, T. R.	THAIS REGINA UENO YAMADA	Unesp - Bauru		02/09/2016		Ensino e Pesquisa	PORTUGUES	design;Glued Laminated Bamboo;folding techniques;cutting techniques;flat foldability	PLANEJAMENTO DE PRODUTO	Sim		Sim	ROBERTO ALCARRIA DO NASCIMENTO	design;Bambu Laminado Colado;técnicas de dobra;técnicas de corte;flat foldability		33004056082P0		224.0			Empresa Pública ou Estatal	TESE	Servidor Público	ESTRUTURAS FLAT FOLDABLE EM BAMBU LAMINADO COLADO BASEADAS EM TÉCNICAS DE DOBRA E CORTE DO ORIGAMI E DO KIRIGAMI	1	DESENHO DE PRODUTO
ARAUJO, A. F.	ADRIANA FRANCISCA DE ARAUJO	UNESP BAURU		29/02/2016			PORTUGUES	Handwriting;rizarthrosis;prehension;Ergonomic Design	ERGONOMIA	Sim		Sim	LUIS CARLOS PASCHOARELLI	Escrita manual;Rizartrose;Preensão;Design Ergonômico		33004056082P0	A CONFIGURAÇÃO DA QUADRA COMO CONDICIONANTE DO CONSUMO DE ENERGIA ELÉTRICA	84.0				DISSERTAÇÃO		INFLUÊNCIA DO DESIGN DE INSTRUMENTOS DE ESCRITA MANUAL NA PERCEPÇÃO E NO DESEMPENHO DA ATIVIDADE POR PESSOAS COM E SEM RIZARTROSE	1	DESENHO DE PRODUTO
BARCELLOS, E. E. I.	EKATERINA EMMANUIL INGLESIS BARCELLOS	UNESP - Bauru		15/02/2016			PORTUGUES	Design, Creative Industry, Innovation, Technological Parks.	ERGONOMIA	Sim		Sim	GALDENORO BOTURA JUNIOR	Design, Indústria Criativa, Inovação, Parques Tecnológicos		33004056082P0	INOVAÇÃO TECNOLÓGICA, DESIGN E ERGONOMIA	187.0				DISSERTAÇÃO		INOVAÇÃO EM DESIGN: PLANEJAMENTO E ESTRATÉGIAS PARA UM PARQUE TECNOLÓGICO NA REGIÃO DE BAURU - SP	1	DESENHO DE PRODUTO
MERCALDI, M. A.	MARLON APARECIDO MERCALDI	UNESP BAURU		26/02/2016			PORTUGUES	design;contemporary jewelery;adornment.	PLANEJAMENTO DE PRODUTO	Sim		Sim	MONICA CRISTINA DE MOURA	design;joia contemporânea;adorno		33004056082P0	DESIGN CONTEMPORÂNEO NO ESTADO DE SÃO PAULO: DISCURSOS, PRODUTOS E INOVAÇÃO.	152.0				DISSERTAÇÃO		JOIA CONTEMPORÂNEA: RELAÇÕES ENTRE O ADORNO E O CORPO	1	DESENHO DE PRODUTO
MARCATO, D. C. G.	DANIELA DE CASSIA GAMONAL MARCATO	UNESP BAURU		24/02/2016			PORTUGUES	Assistive Technology;Low vision;children's games;Universal Design;Product design.	PLANEJAMENTO DE PRODUTO	Sim		Sim	ROBERTO ALCARRIA DO NASCIMENTO	Tecnologia Assistiva;Subvisão;Jogos infantis;Design Universal;Projeto do Produto.		33004056082P0	FORMA & ORGANIZAÇÃO ESPACIAL.	359.0				TESE		LIMITES REAIS E IMPOSTOS À CRIANÇA COM SUBVISÃO: A CONTRIBUIÇÃO DO DESIGN PARA O PROJETO DE JOGOS INCLUSIVOS	1	DESENHO DE PRODUTO
NETO, M. L. A.	MARIANO LOPES DE ANDRADE NETO	UNESP BAURU		19/02/2016			PORTUGUES	graphic design;graphic project;textbook;EJA.	PLANEJAMENTO DE PRODUTO	Sim		Sim	PAULA DA CRUZ LANDIM	design gráfico;projeto gráfico;livro didático;EJA.		33004056082P0	CONSIDERAÇÕES SOBRE O PAPEL DO DESIGN NA SOCIEDADE ATUAL: UMA ABORDAGEM PERCEPTIVA SOBRE OS RUMOS DO DESIGN BRASILEIRO.	177.0				TESE		PROJETO GRÁFICO DE LIVROS DIDÁTICOS DA EDUCAÇÃO DE JOVENS E ADULTOS: ANÁLISE SOB A PERSPECTIVA DOS DOCENTES DE ESCOLAS DE BAURU (SP) E DE AVARÉ (SP)	1	DESENHO DE PRODUTO
ANDRADE, R. R.	RAQUEL RABELO ANDRADE	Unesp - Bauru		06/12/2016		Ensino e Pesquisa	PORTUGUES	school uniform;design;clothing.	PLANEJAMENTO DE PRODUTO	Sim		Sim	PAULA DA CRUZ LANDIM	uniforme escolar;design;vestuário		33004056082P0		153.0			Empresa Pública ou Estatal	TESE	Servidor Público	UMA FERRAMENTA PARA A SELEÇÃO DE TECIDOS NO DESENVOLVIMENTO DE PRODUTOS DE MODA	1	DESENHO DE PRODUTO
SERRA, J. B.	JULIANA BONONI SERRA	Unesp - Bauru		29/02/2016			PORTUGUES	Inclusive Design;Inclusive Fashion;Visual Impairment;Children's Apparel	PLANEJAMENTO DE PRODUTO	Sim		Sim	CASSIA LETICIA CARRARA DOMICIANO	Design Inclusivo;Moda Inclusiva;Deficiência visual;Vestuário infantil		33004056082P0	DESIGN GRÁFICO INCLUSIVO: PESQUISA E PRODUÇÃO PROJETUAL	143.0				DISSERTAÇÃO		VESTUÁRIO INFANTIL: POSSIBILIDADE DE ESTÍMULO PARA CRIANÇAS PORTADORAS DE DEFICIÊNCIA VISUAL	1	DESENHO DE PRODUTO
ALVES, W. B.	WILSON BARBOSA ALVES	Biblioteca da UNESP	889834000108.0	04/09/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	The history of drawing;The teaching of drawing in Brazil;Reasoned Opinions of Education Reform in Elementary Schools of Rui Barbosa;Schools of Arts and Crafts	TEORIA, HISTÓRIA E PROJETO	Sim	24.0	Sim	CLAUDIO SILVEIRA AMARAL	A história do desenho do século XIX;Ensino do desenho no Brasil no século XIX;Pareceres de ensino de Rui Barbosa;Liceus de Artes e Ofícios		33004056090P3	Metodologia e ensino do projeto na Arquitetura e no Urbanismo	105.0				DISSERTAÇÃO		A PEDAGOGIA DE RUI BARBOSA VERSUS A FILOSOFIA POSITIVISTA: UMA CONTRIBUIÇÃO À DISCUSSÃO SOBRE O ENSINO DO DESENHO NO BRASIL	1	ARQUITETURA E URBANISMO
DIAS, E. Q.	EDMILSON QUEIROZ DIAS	Biblioteca da UNESP		18/02/2016			PORTUGUES	Spatial Accessibility;Inclusive Education;Children School	PLANEJAMENTO E AVALIAÇÃO DO AMBIENTE CONSTRUÍDO	Sim		Sim	RENATA CARDOSO MAGAGNIN	Acessibilidade Espacial;Inclusão Escolar;Escola Infantil		33004056090P3	Os desafios da mobilidade urbana na cidade contemporânea	2016.0			Instituição de Ensino e Pesquisa	DISSERTAÇÃO	CLT	ACESSIBILIDADE ESPACIAL E INCLUSÃO EM ESCOLAS MUNICIPAIS DE EDUCAÇÃO INFANTIL	1	ARQUITETURA E URBANISMO
SILVA, W. D.	WILTON DIAS DA SILVA	Biblioteca da UNESP	889834000108.0	19/02/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social	Outros	PORTUGUES	Urban forestry;ENVI-Met;Built environment;Urban planning	PLANEJAMENTO E AVALIAÇÃO DO AMBIENTE CONSTRUÍDO	Sim	12.0	Sim	JOAO ROBERTO GOMES DE FARIA	Arborização urbana;ENVI-Met;Ambiente construído;Planejamento urbano		33004056090P3	Modelagem computacional do clima urbano de cidades brasileiras de médio porte	77.0			Empresa Pública ou Estatal	DISSERTAÇÃO	CLT	ARBORIZAÇÃO DE VIAS URBANAS: POTENCIAL DE SOMBREAMENTO DAS ESPÉCIES	1	ARQUITETURA E URBANISMO
DAVID, P. L. D.	PRISCILLA LACERDA DUARTE DAVID	Biblioteca da UNESP	889834000108.0	19/02/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	transitional spaces;thermal quality;microclimates	PLANEJAMENTO E AVALIAÇÃO DO AMBIENTE CONSTRUÍDO	Sim	11.0	Sim	MARIA SOLANGE GURGEL DE CASTRO FONTES	espaços de transição;qualidade térmica;microclimas		33004056090P3	Qualidade térmica urbana	80.0				DISSERTAÇÃO		AVALIAÇÃO DA QUALIDADE TÉRMICA DE ESPAÇOS DE TRANSIÇÃO DO TIPO LINEAR EXTERNO	1	ARQUITETURA E URBANISMO
SANTOS, K. D. G. D. O.	KARLA DI GIACOMO DIAS OLIVEIRA DOS SANTOS	Biblioteca da Unesp	889834000108.0	12/09/2016	FUND COORD DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUP - Programa de Demanda Social		PORTUGUES	Bungalow;Heritage;Housing;Bauru	TEORIA, HISTÓRIA E PROJETO	Sim	24.0	Sim	NILSON GHIRARDELLO	Bangalô;Patrimônio;Moradia;Bauru		33004056090P3	Formação urbana paulista do Século XIX: café e ferrovia	207.0				DISSERTAÇÃO		BANGALÔS EM BAURU: UMA NOVA FORMA DE MORAR PARA O SÉCULO XX	1	ARQUITETURA E URBANISMO
FONSECA, E. B. S.	ELLEN BEATRIZ SANTOS FONSECA	Biblioteca da Unesp		29/09/2016		Outros	PORTUGUES	Patrimonio industrial ferrocarrilero;Lugar, cultura y memoria;Urbanismo ambiental;Compañía Estrada de Ferro Noroeste do Brasil.	TEORIA, HISTÓRIA E PROJETO	Sim		Sim	ROSIO FERNANDEZ BACA SALCEDO	Patrimônio industrial ferroviário;Lugar, cultura e memória;Urbanismo ambiental;Companhia Estrada de Ferro Noroeste do Brasil		33004056090P3	Arquitetura e dialogias: projeto, construção e uso social	173.0			Empresa Pública ou Estatal	DISSERTAÇÃO	Servidor Público	GENOCÍDIO VELADO TRAJETÓRIA DA EFNOB E PERSPECTIVAS PARA O PATRIMÔNIO INDUSTRIAL FERROVIÁRIO	1	ARQUITETURA E URBANISMO
